Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,vibe_text
9252,2KyjaRrklvkqdIGUEJSGto,Froid;Cynthia Luz,No Mundo da Lua / Abraço,No Mundo da Lua / Abraço,47,338861,False,0.648,0.646,8,-5.26,0,0.242,0.78,0.0,0.112,0.616,102.019,4,brazil,brazil brazil no mundo da lua / abraço by froid;cynthia luz
9253,4lFSe0VQ2tMDJhyvjD8jmU,3030;Lauana Prado,Refém,Refém,48,180000,False,0.774,0.652,5,-6.413,0,0.0336,0.518,7.87e-05,0.0839,0.862,145.01,4,brazil,brazil brazil refém by 3030;lauana prado
9254,6YIzo8nufStVKUmyAt62Hx,Oficina G3,João,João,46,380212,False,0.435,0.902,7,-2.939,1,0.0505,0.00638,5.29e-06,0.199,0.273,142.892,4,brazil,brazil brazil joão by oficina g3
9255,10jI01n8w6g41qiIMAcAkb,BK;Baco Exu do Blues;Luccas Carlos;Nave,Gigantes,Vivos,47,249813,False,0.722,0.672,0,-7.708,1,0.268,0.0715,0.0,0.0762,0.646,103.004,4,brazil,brazil brazil vivos by bk;baco exu do blues;luccas carlos;nave
9256,7f0PIXLhMDaLx0OtFXdW7d,Puro Suco;BEATDOMK,Bom dia Vietnã 2,Bom dia Vietnã 2,48,165488,False,0.648,0.514,11,-8.525,1,0.343,0.68,0.0,0.362,0.857,107.772,4,brazil,brazil brazil bom dia vietnã 2 by puro suco;beatdomk
9257,1TH76WANjOJrmHKDQP9n4u,Murica;BEATDOMK,Fome,Fome,48,131643,True,0.637,0.394,0,-11.175,1,0.317,0.399,0.000884,0.107,0.225,88.145,4,brazil,brazil brazil fome by murica;beatdomk
9258,1ACPXBpp4m1okYEiUkYfcU,Colo de Deus,"O Cordeiro, o Leão e o Trono - Parte 1 (Ao Vivo)",Desperta - Ao Vivo,47,460040,False,0.4,0.685,1,-6.752,0,0.0566,0.696,0.0,0.702,0.147,138.941,4,brazil,brazil brazil desperta - ao vivo by colo de deus
9259,0yYgUPbdBnA4TmYOiD1lLc,Isaias Saad,Isaias Saad,Eu Também (100 Bilhões X),47,423306,False,0.432,0.383,9,-8.829,1,0.0302,0.276,0.00137,0.0867,0.0748,128.056,4,brazil,brazil brazil eu também (100 bilhões x) by isaias saad
9260,30QU4RJntz98HlLOlkRgew,Sarah Beatriz,Canta,Canta,47,264697,False,0.228,0.634,8,-5.333,1,0.0354,0.145,0.0,0.0835,0.111,172.285,4,brazil,brazil brazil canta by sarah beatriz
9261,3jZkidbmYvfTJLHRYQzh2g,Fernandinho,Teus Sonhos (ao Vivo),Vento Impetuoso - Ao Vivo,48,368013,False,0.278,0.621,1,-7.338,1,0.0417,0.0626,0.000127,0.917,0.16,145.932,4,brazil,brazil brazil vento impetuoso - ao vivo by fernandinho
9262,18Lb0yf7HlgETLgfaBG6eV,Lulu Santos,Assim Caminha A Humanidade,Assim Caminha a Humanidade,48,208693,False,0.753,0.755,2,-9.196,1,0.029,0.0547,0.00459,0.0518,0.949,138.518,4,brazil,brazil brazil assim caminha a humanidade by lulu santos
9263,2O5QijC25ENqIc04YOsuw1,PG,Eu Sou Livre,Quem Sou Eu?,48,308128,False,0.579,0.632,0,-5.616,1,0.0282,0.369,0.0,0.805,0.223,134.06,4,brazil,brazil brazil quem sou eu? by pg
9264,5jztY2semlZDUkLAmwxq9f,Isadora Pompeo,Pra Te Contar Os Meus Segredos (Ao Vivo),Toca em Mim de Novo - Ao Vivo,47,273000,False,0.569,0.489,2,-8.387,1,0.0253,0.139,0.0,0.874,0.303,142.055,4,brazil,brazil brazil toca em mim de novo - ao vivo by isadora pompeo
9265,22QdpwlY4mNXPhl2j9RfgD,Maneva,Tô De Pé (Acústico),Tô De Pé - Acústico,48,169472,False,0.877,0.628,9,-7.541,0,0.0669,0.504,0.0,0.282,0.793,106.087,4,brazil,brazil brazil tô de pé - acústico by maneva
9266,0NHg798nLYDeJ2SuMbhCCj,Leandro Borges;Vanilda Bordieri,"Deus, Eu e Meu Violão",Cresça,47,323500,False,0.472,0.843,7,-5.27,1,0.0977,0.41,0.0,0.104,0.503,148.084,4,brazil,brazil brazil cresça by leandro borges;vanilda bordieri
9267,1nj87NRdSMpyynmqhncJt7,Vida Reluz,Celebra a Vitória,Como És Lindo,47,275293,False,0.487,0.196,2,-13.374,1,0.0259,0.615,1.92e-05,0.0946,0.142,97.825,4,brazil,brazil brazil como és lindo by vida reluz
9268,6suU440DRXoxpLNKWf46XJ,Realidade Cruel,Dos Barracos de Maderite aos Palácios de Platina,O Resgate,48,415660,False,0.553,0.732,7,-5.206,0,0.262,0.622,0.0,0.163,0.436,152.59,4,brazil,brazil brazil o resgate by realidade cruel
9269,1QrwPl2n8TeAmsgIPPAcxb,David Quinlan;Heloisa Rosa,Abraça-Me (Paixão Fogo e Glória) [Ao Vivo em BH],Abraça-Me - Ao Vivo em BH,47,847493,False,0.287,0.614,7,-7.714,1,0.0313,0.206,0.0,0.299,0.433,139.627,4,brazil,brazil brazil abraça-me - ao vivo em bh by david quinlan;heloisa rosa
9270,720Xp00zXTdDfGtT0KBMPQ,Gabriel Guedes de Almeida,Te Desejamos (Ao Vivo),Te Desejamos - Ao Vivo,47,320103,False,0.218,0.724,1,-7.363,1,0.0633,0.00732,0.0,0.102,0.189,159.758,4,brazil,brazil brazil te desejamos - ao vivo by gabriel guedes de almeida
9271,3iJ5YerM9w9nq8vU4gicL6,Astrud Gilberto,The Greatest Jazz Mix,Day By Day,0,129306,False,0.413,0.24,9,-15.817,0,0.0354,0.343,0.0,0.0741,0.339,77.712,4,brazil,brazil brazil day by day by astrud gilberto
9272,6Eg6mlmavrJxtMGW5HxMUb,Planet Hemp,A Invasão do Sagaz Homem Fumaça,Ex-Quadrilha da Fumaça,46,185360,False,0.549,0.945,1,-4.534,1,0.295,0.00636,0.0,0.106,0.453,105.3,4,brazil,brazil brazil ex-quadrilha da fumaça by planet hemp
9273,2anDnmAKIauJ4of6K1BoGx,Biquini Cavadão,1985/2007 Sucessos Regravados (Vol. 2),Janaína,47,218613,False,0.578,0.88,9,-5.113,1,0.0496,0.108,2.9e-06,0.114,0.719,175.983,4,brazil,brazil brazil janaína by biquini cavadão
9274,5bNkTWNPZT0YrBjUiI6BHj,Gabriel Guedes de Almeida;Gabriela Rocha,Ele Vem (Ao Vivo),Ele Vem - Ao Vivo,47,518880,False,0.26,0.594,9,-6.845,1,0.0345,0.147,0.0,0.261,0.2,150.846,3,brazil,brazil brazil ele vem - ao vivo by gabriel guedes de almeida;gabriela rocha
9275,0G59rX2uOta2lX83SfB8Rk,Aline Barros,Reino,Autor da Vida,47,295360,False,0.505,0.522,6,-7.366,1,0.0256,0.532,0.0,0.0963,0.389,139.992,4,brazil,brazil brazil autor da vida by aline barros
9276,2mNw979gQkL6Z6mCxgCect,Maneva,Mundo Novo,Vida Eu Gosto De Você,48,181765,False,0.658,0.477,4,-8.903,1,0.153,0.569,0.0,0.257,0.456,138.559,4,brazil,brazil brazil vida eu gosto de você by maneva
9277,538UwGBlAU24MC5Ecd3Jdc,Walmir Alencar,Misericórdia Infinita,Ao Partir o Pão,47,256466,False,0.666,0.274,4,-11.413,1,0.0277,0.243,0.0,0.0703,0.258,96.015,4,brazil,brazil brazil ao partir o pão by walmir alencar
9278,6r10S0KFJcsw81QCtUnn7L,Oficina G3,Histórias e Bicicletas,Descanso,46,317323,False,0.467,0.771,7,-3.823,1,0.0336,0.0157,5.49e-06,0.129,0.206,139.91,4,brazil,brazil brazil descanso by oficina g3
9279,2KWCHX9hCadTNbUhLWvDDq,Maneva;MC Hariel,Caleidoscópico,Banco De Areia,47,174106,False,0.607,0.704,8,-6.567,1,0.0488,0.101,0.0,0.3,0.897,162.944,4,brazil,brazil brazil banco de areia by maneva;mc hariel
9280,1dIah1UaJi3n5pwOaOd5QV,Adhemar De Campos;Nívea Soares,Comunhão e Adoração 6 (Acústico Ao Vivo),Grande é o Senhor - Acústico Ao Vivo,48,280880,False,0.262,0.339,2,-11.138,1,0.031,0.809,0.0,0.342,0.151,126.719,4,brazil,brazil brazil grande é o senhor - acústico ao vivo by adhemar de campos;nívea soares
9281,24Jh5ZcRVUQCFnWVO1j8DY,Gerson Rufino,Hora da Vitória,Eu Vou Vencer,48,311750,False,0.605,0.828,0,-4.932,1,0.0403,0.278,0.0,0.38,0.555,149.947,4,brazil,brazil brazil eu vou vencer by gerson rufino
9282,21Y2IgF2u7IpXSjmOMYO90,Pouca Vogal,Pouca Vogal (Ao Vivo),Refrão de Bolero (Ao Vivo),48,182146,False,0.519,0.435,11,-8.348,0,0.0354,0.724,8.81e-05,0.746,0.311,150.154,4,brazil,brazil brazil refrão de bolero (ao vivo) by pouca vogal
9283,0yNVFu81jqC3eAGgxLpddH,David Quinlan,Abraça-Me / Lindo És / Só Quero Ver Você,Abraça-me / Lindo És / Só Quero Ver Você,47,946474,False,0.423,0.603,7,-7.894,1,0.04,0.0994,5.1e-06,0.334,0.156,135.793,4,brazil,brazil brazil abraça-me / lindo és / só quero ver você by david quinlan
9284,1L6qk33dBMQwaD16OX9Ltn,Soraya Moraes,Céu Na Terra,Cadeias Quebrar (Break Every Chain),47,328853,False,0.363,0.63,9,-4.111,1,0.0401,0.485,0.0,0.088,0.155,135.067,4,brazil,brazil brazil cadeias quebrar (break every chain) by soraya moraes
9285,3NVyJsWE4IfohV3jrC2fsv,Frei Gilson,Acoustic Som do Monte,Colo de Mãe (Ao Vivo),47,264834,False,0.477,0.592,2,-8.836,1,0.0285,0.449,0.000194,0.761,0.413,75.505,4,brazil,brazil brazil colo de mãe (ao vivo) by frei gilson
9286,5ShkPfQmBWA1BT2uqu8S7Q,Eyshila,Terremoto,Casa de Bênção,47,358051,False,0.485,0.444,0,-8.956,1,0.0296,0.505,0.0,0.753,0.267,94.77,4,brazil,brazil brazil casa de bênção by eyshila
9287,4GPkjnD9R3I6uw7iWk5mdj,Padre Zezinho,Música Tradicional Católica,Pelos Prados e Campinas Salmo 22,47,358840,False,0.576,0.381,2,-11.719,1,0.0236,0.572,1.66e-05,0.0795,0.301,99.987,4,brazil,brazil brazil pelos prados e campinas salmo 22 by padre zezinho
9288,2306rS3JUCDgDoplIaKwQO,Renato Russo;Erasmo Carlos,Presente,A Carta,47,240613,False,0.636,0.607,8,-5.054,1,0.0243,0.522,1.1e-05,0.0978,0.423,93.144,4,brazil,brazil brazil a carta by renato russo;erasmo carlos
9289,6BK1Z6VNYJjJ1wfwU8wdCr,Legião Urbana,Legião Urbana,A Dança,48,242000,False,0.759,0.389,11,-13.917,0,0.0648,0.00171,0.00175,0.1,0.68,136.059,4,brazil,brazil brazil a dança by legião urbana
9290,7zPds0jMIhjayTMhALd8FZ,Gabriel Brito,Incomparável Amor,Incomparável Amor,47,258812,False,0.563,0.438,7,-8.971,1,0.0295,0.444,4.33e-06,0.0778,0.145,125.901,4,brazil,brazil brazil incomparável amor by gabriel brito
9291,29O0nHGWuSbYN6ZXEDWUoo,Padre Marcelo Rossi,Músicas Para Louvar O Senhor,Anjos De Deus - Ao Vivo,47,297453,False,0.319,0.67,4,-7.276,1,0.0998,0.501,0.0,0.219,0.332,137.539,4,brazil,brazil brazil anjos de deus - ao vivo by padre marcelo rossi
9292,0qiprdV8xNfehA6G2rDbiP,Thiago Brado,Eu Me Rendo,Verdades Do Tempo,47,259145,False,0.175,0.38,4,-9.26,1,0.0326,0.0932,0.0,0.0743,0.0898,50.451,4,brazil,brazil brazil verdades do tempo by thiago brado
9293,1d9KF847JVwN14mR4zBe8l,Legião Urbana,Legião Urbana,Soldados,48,290733,False,0.589,0.432,10,-14.089,0,0.0361,0.00919,0.195,0.0949,0.605,124.084,4,brazil,brazil brazil soldados by legião urbana
9294,5dva7BVCxokQMBpa6c3iBi,Titãs,Só as Melhores do Pop Rock Brasileiro,Família,0,249866,False,0.558,0.683,7,-6.061,1,0.0807,0.0248,7.85e-05,0.062,0.624,79.508,4,brazil,brazil brazil família by titãs
9295,6I1xKOKLWzxIuauemavcz3,Titãs,Ressaquinha,Não vou me adaptar,0,221733,False,0.536,0.399,10,-7.579,1,0.0319,0.307,0.000327,0.105,0.476,81.371,4,brazil,brazil brazil não vou me adaptar by titãs
9296,0VaMFkBz3QsRAuaek4jYR5,Raimundos,Acústico - Ao Vivo,Reggae do Manero - Ao Vivo | Acústico,46,325024,False,0.708,0.809,10,-4.129,0,0.0611,0.178,1.62e-06,0.368,0.625,134.053,4,brazil,brazil brazil reggae do manero - ao vivo | acústico by raimundos
9297,73iM4TuuYXDB6NKIy0zZYn,Israel Salazar,Avante,Tudo O Que Me Prometeu,47,247500,False,0.504,0.92,7,-4.148,1,0.077,0.0884,1.19e-06,0.987,0.208,133.945,4,brazil,brazil brazil tudo o que me prometeu by israel salazar
9298,32b1k1AKy89SsqjDRf1jPL,Amanda Ferrari,Eu Vejo Deus,O Relógio de Deus,48,299200,False,0.567,0.828,0,-3.24,1,0.0322,0.489,0.0,0.368,0.657,145.927,4,brazil,brazil brazil o relógio de deus by amanda ferrari
9299,1wyzGqooLn3uYe9ejz2VOi,Titãs,Só as Melhores do Pop Rock Brasileiro,Domingo,0,253666,False,0.617,0.771,7,-8.601,1,0.0328,0.00832,0.000115,0.301,0.881,140.211,4,brazil,brazil brazil domingo by titãs
9300,6Q2Lb0R6siWVAF6DFvLXRF,HAWK.;Reznikov;Alex Albino,Beggin' (Remix),Beggin' - Remix,55,140947,False,0.708,0.73,11,-7.08,0,0.0658,0.125,0.0,0.0855,0.644,125.994,4,brazil,brazil brazil beggin' - remix by hawk.;reznikov;alex albino
9301,29yVwAhJ5G9lVwiAYzPOi3,Projota,3Fs (Ao Vivo),Acabou - Ao Vivo,46,259226,False,0.658,0.881,0,-5.03,1,0.0459,0.188,0.0,0.822,0.875,84.966,4,brazil,brazil brazil acabou - ao vivo by projota
9302,1f9lD5VdRIGdSihiIwOFSx,Xamã;Jailhouse;Neo Beats,Malvadão 2,Malvadão 2,47,149112,False,0.881,0.595,11,-9.781,1,0.0714,0.282,0.000117,0.112,0.911,130.019,4,brazil,brazil brazil malvadão 2 by xamã;jailhouse;neo beats
9304,7jbdWmrGLKeRf3f3fstMrN,3030,Acústico 3030,Luz em Todo Morro - Acústico,47,280448,False,0.711,0.495,4,-8.597,0,0.0491,0.729,0.00283,0.708,0.514,128.14,4,brazil,brazil brazil luz em todo morro - acústico by 3030
9305,1BhafeHIDUSLk1FZH67oiY,Xamã;Mano fler;Tiankris,Seu Rei,Seu Rei,47,239171,False,0.607,0.629,0,-8.982,0,0.255,0.276,0.0,0.122,0.339,84.415,4,brazil,brazil brazil seu rei by xamã;mano fler;tiankris
9306,7sJlB1DvS2Co4TG5QqfeCH,MC Igu,STU,STU,47,168259,True,0.863,0.578,10,-7.475,0,0.0586,0.221,0.0,0.111,0.471,97.018,4,brazil,brazil brazil stu by mc igu
9307,7dl6sU2RWIcTVOSa3E2VBW,Ponto De Equilíbrio;Tati Portella,Mais Amor,Mais Amor,45,165789,False,0.714,0.701,2,-4.643,1,0.0494,0.503,8.68e-06,0.122,0.6,152.026,4,brazil,brazil brazil mais amor by ponto de equilíbrio;tati portella
9308,1fksdx1HllkoGuCo8lokIr,Pregador Luo;Trazendo a Arca,Música De Guerra - 1ª Missão,Já Posso Suportar,48,334320,False,0.62,0.69,5,-7.028,1,0.0481,0.27,0.0,0.147,0.435,84.006,4,brazil,brazil brazil já posso suportar by pregador luo;trazendo a arca
9309,2CR1VadNuEdk27RdLplgJ4,3030;Rael,Infinito Interno,Fé,47,201200,False,0.9,0.522,11,-5.619,0,0.0371,0.313,4.37e-06,0.107,0.784,110.011,4,brazil,brazil brazil fé by 3030;rael
9313,3ULRZkI6hVxtgowxnaf3uX,ConeCrewDiretoria,Com os Neurônios Evoluidos,O Mundo Dá Voltas,47,279806,True,0.403,0.706,10,-6.046,0,0.355,0.676,0.0,0.46,0.27,77.224,1,brazil,brazil brazil o mundo dá voltas by conecrewdiretoria
9314,40JzdJJz6YCCP3FLelz9LJ,ConeCrewDiretoria,Com os Neurônios Evoluidos,Sem a Planta,47,375693,True,0.707,0.607,7,-5.841,1,0.362,0.231,0.000163,0.546,0.526,204.702,4,brazil,brazil brazil sem a planta by conecrewdiretoria
9316,0xNIIXQrCQq49w0iRpW2bW,Black Alien,Babylon By Gus Vol. 1 - o Ano do Macaco,Na Segunda Vinda,47,268146,False,0.652,0.828,2,-7.433,0,0.387,0.164,0.0,0.127,0.434,148.027,4,brazil,brazil brazil na segunda vinda by black alien
9317,35Rj63ivoluSehxgo9Nf6M,Deise do Vale,Ele É Deus,Ele É Deus,47,272226,False,0.515,0.704,7,-6.501,1,0.0538,0.629,0.0,0.365,0.201,145.986,4,brazil,brazil brazil ele é deus by deise do vale
9318,44BsTP3MwFY22X1YijTcHM,Suellen Brum,O Processo,O Processo,47,290816,False,0.642,0.642,2,-6.174,1,0.0339,0.362,0.0,0.379,0.502,125.999,4,brazil,brazil brazil o processo by suellen brum
9320,5YmCD6XNHTWgQqoxwLGmHG,Elizeu Alves,Furioso Amor,Furioso Amor,47,411457,False,0.438,0.568,0,-8.865,1,0.033,0.089,0.0,0.0879,0.14,140.073,4,brazil,brazil brazil furioso amor by elizeu alves
9321,3vUTz0lUcDLNUODDL58EPv,Anderson Freire,Transformação,Transformação,47,312726,False,0.423,0.565,1,-8.976,0,0.0368,0.244,2.79e-06,0.15,0.174,139.946,4,brazil,brazil brazil transformação by anderson freire
9322,71S1qLFhY5IoeQJ2Dri5tV,Alugiana,Santifica,Santifica,47,339013,False,0.512,0.877,6,-3.955,0,0.0541,0.514,0.0,0.274,0.541,133.562,4,brazil,brazil brazil santifica by alugiana
9323,0YG19EaGbGtN7m8xVzgEGv,Racionais MC's,1000 Trutas 1000 Tretas (Ao Vivo),Negro Drama - Ao Vivo,47,318760,False,0.682,0.948,10,-3.284,0,0.357,0.406,0.0,0.905,0.775,79.769,4,brazil,brazil brazil negro drama - ao vivo by racionais mc's
9325,1QVnc9HLOMlAD4KDxNzzOH,Maneva,Mundo Novo,Cores Do Universo,47,131198,False,0.689,0.719,9,-6.096,0,0.136,0.382,0.0,0.213,0.674,130.0,4,brazil,brazil brazil cores do universo by maneva
9326,4KE3EfxxvBZwoLVB3gHCc2,Isaias Saad;Isadora Pompeo,Bem Perto (Ao Vivo),Bem Perto - Ao Vivo,47,426318,False,0.4,0.47,11,-7.564,1,0.0274,0.231,1.86e-06,0.117,0.183,140.906,4,brazil,brazil brazil bem perto - ao vivo by isaias saad;isadora pompeo
9327,4lAvnZlPMjcRMJ8elV8THX,Padre Zeca,Dez E Deus,Pao Da Vida,47,83173,False,0.347,0.401,7,-14.166,1,0.063,0.545,0.0,0.692,0.202,121.674,4,brazil,brazil brazil pao da vida by padre zeca
9328,1RlwQdnnfFYIIPEnYj6yI8,Eyshila;Weslei Santos,Mais Que Uma Voz / A Ele a Glória,Mais Que Uma Voz,47,242005,False,0.295,0.362,9,-5.63,1,0.0276,0.599,0.0,0.106,0.221,140.641,4,brazil,brazil brazil mais que uma voz by eyshila;weslei santos
9329,7dnY16FGz0MnuW3BRipub3,Walmir Alencar,Imagem e Semelhança,Abraço de Pai,46,337200,False,0.433,0.269,9,-9.107,1,0.0263,0.843,0.0,0.0923,0.243,77.722,4,brazil,brazil brazil abraço de pai by walmir alencar
9330,3qzgGSGtGAcXGZJ7UG68hr,Legião Urbana,Legião Urbana,Perdidos No Espaço,48,177466,False,0.572,0.567,11,-12.398,0,0.0388,0.0435,0.129,0.0966,0.768,81.917,4,brazil,brazil brazil perdidos no espaço by legião urbana
9331,6FOZMPsV4o3dMj7juFrXMT,Juliano Son,Mais um Dia (ao Vivo),Vai Valer a Pena - Ao Vivo,47,297365,False,0.313,0.869,0,-4.113,1,0.0508,0.133,0.00174,0.703,0.221,127.875,4,brazil,brazil brazil vai valer a pena - ao vivo by juliano son
9332,57DmIl4WnkUplQrUWZqonY,Racionais MC's;DJ Cia,Cores & Valores,Quanto Vale o Show,47,172605,False,0.492,0.849,4,-6.991,0,0.33,0.078,0.0,0.146,0.696,94.081,4,brazil,brazil brazil quanto vale o show by racionais mc's;dj cia
9333,4ZeORjxZwqqXTZ5PnXmxjG,Canção & Louvor,Maravilhoso,Calmaria,46,266106,False,0.576,0.438,2,-6.202,1,0.0267,0.704,0.0,0.13,0.327,142.033,4,brazil,brazil brazil calmaria by canção & louvor
9335,6qfdGgNDYcsVdG7RimLhFk,Maneva,Mundo Novo,Sereia,47,176298,False,0.725,0.607,0,-7.486,1,0.0456,0.0671,1e-06,0.353,0.57,129.971,4,brazil,brazil brazil sereia by maneva
9336,0lpYmhJ6gE8VjmztONLVhs,Rose Nascimento,Pregador Antigo,Jó,47,292179,False,0.47,0.391,8,-9.124,1,0.0411,0.823,0.0,0.358,0.189,120.25,4,brazil,brazil brazil jó by rose nascimento
9337,5eeWHpZyV0xqWunkjahh6X,Cássia Eller,Com Você ... Meu Mundo Ficaria Completo,O Meu Mundo Ficaria Completo (Com Você),47,249132,False,0.637,0.91,7,-3.651,1,0.0589,0.624,0.0,0.115,0.87,168.029,4,brazil,brazil brazil o meu mundo ficaria completo (com você) by cássia eller
9338,4R0KtYtVHNdqS91IyfUGW3,Lauriete,Tô Na Mão de Deus,Palavras,47,333053,False,0.332,0.71,8,-4.75,1,0.0384,0.239,8.85e-05,0.124,0.383,142.012,4,brazil,brazil brazil palavras by lauriete
9339,68McOe4uvV9uJlQVu65duX,Danielle Cristina,Fidelidade,Fidelidade,46,333146,False,0.423,0.66,2,-5.806,0,0.0367,0.831,0.0,0.11,0.201,152.022,4,brazil,brazil brazil fidelidade by danielle cristina
9340,7ezauNJ3kAugkv9uV9Jouu,Frei Gilson,Acoustic Som do Monte,Eu Te Levantarei (Ao Vivo),47,743240,False,0.347,0.578,5,-7.851,1,0.0368,0.357,1.3e-05,0.311,0.337,174.057,4,brazil,brazil brazil eu te levantarei (ao vivo) by frei gilson
9341,2KezizwgtM5kC8ZQxcBf0T,Weslei Santos,Pra Todo Mundo Cantar (Ao Vivo),O Seu Amor por Mim - Ao Vivo,47,362734,False,0.459,0.399,6,-9.954,1,0.0339,0.433,0.0,0.682,0.374,139.792,3,brazil,brazil brazil o seu amor por mim - ao vivo by weslei santos
9342,2Adshg6ixiUmC5ljN4Anx5,Elis Regina,Ressaquinha,Corcovado,0,232786,False,0.396,0.44,0,-9.062,1,0.0459,0.915,5.1e-05,0.697,0.18,105.145,4,brazil,brazil brazil corcovado by elis regina
9343,3UrnpCBQyiWGCbZvsJsdck,Renascer Praise,Renascer Praise 13: A Colheita,Eu Me Rendo,47,372826,False,0.245,0.579,11,-8.424,1,0.0311,0.0734,0.0,0.813,0.22,146.345,4,brazil,brazil brazil eu me rendo by renascer praise
9344,2mo5GxlIf33o4yOpQbAmdF,Marcelo Aguiar,Mais de Mil Razões,Me dá o Poder de Filho,47,221506,False,0.614,0.368,7,-7.507,1,0.0366,0.777,0.0,0.0911,0.346,119.873,4,brazil,brazil brazil me dá o poder de filho by marcelo aguiar
9345,3U8qMRVBBYTD46V9Y8d621,Elis Regina,Fiesta temática 70s,Como Nossos Pais,0,261600,False,0.491,0.498,2,-7.658,1,0.0821,0.3,0.0,0.0734,0.478,143.721,3,brazil,brazil brazil como nossos pais by elis regina
9346,3q6WrVUkLKpAwBfxKO87uX,Gerson Rufino,Reconstrução,Me Perdoe,48,243029,False,0.654,0.636,4,-6.273,1,0.032,0.465,0.0,0.226,0.429,137.961,4,brazil,brazil brazil me perdoe by gerson rufino
9347,715slv9zyByop7EttlmTjQ,Marcus Salles,Estamos de Pé (Ao Vivo),Estamos de Pé - Ao Vivo,46,396911,False,0.511,0.766,2,-7.403,1,0.0359,0.109,2.54e-05,0.72,0.331,104.046,4,brazil,brazil brazil estamos de pé - ao vivo by marcus salles
9348,4GF8TVlUq9ptfdbK3F7kEd,Elis Regina,Chill in Brazil,Beguine dodói,0,134973,False,0.728,0.333,9,-16.162,1,0.0791,0.69,0.0,0.0653,0.399,111.673,4,brazil,brazil brazil beguine dodói by elis regina
9349,31iTzChKyBFJc7gzoQx8yz,Rose Nascimento,Primeiro Passo,Simplesmente Sobrenatural,47,287280,False,0.547,0.608,4,-4.364,1,0.0433,0.739,0.0,0.103,0.355,130.146,4,brazil,brazil brazil simplesmente sobrenatural by rose nascimento
9351,1hB4340DP1nnBmfWn37uTN,509-E;Dexter;Afro-X,Provérbios 13,Saudades Mil,48,526026,True,0.624,0.589,2,-6.669,1,0.281,0.302,0.0,0.124,0.78,76.847,4,brazil,brazil brazil saudades mil by 509-e;dexter;afro-x
9352,5vyuPHvUj2G2SmuDFthtmj,Fabio Brazza;Atentado Napalm,Epopéia da Poeira Cósmica,Pangeia,46,338520,False,0.74,0.722,4,-6.765,1,0.246,0.606,0.0,0.108,0.76,148.935,4,brazil,brazil brazil pangeia by fabio brazza;atentado napalm
9353,4JJOLKyNrVeJhyDZt0MOSj,Jamily,Seleção De Ouro,Tempo de Vencer,46,240373,False,0.455,0.405,7,-12.193,0,0.0265,0.329,0.0,0.119,0.149,75.971,4,brazil,brazil brazil tempo de vencer by jamily
9354,22K3jhzhPwH3TatxENt49A,Felp 22;JP Diazz;Medellin,Ouro Rosé,Ouro Rosé,47,146822,True,0.748,0.689,7,-5.981,1,0.06,0.0537,0.0,0.243,0.355,120.026,4,brazil,brazil brazil ouro rosé by felp 22;jp diazz;medellin
9355,0xsvPNs9QOjzfbtn0kZE8D,Major RD;Bagua Records;Gooba,Pogba (Remix),Pogba - Remix,47,151347,True,0.778,0.733,8,-4.258,0,0.368,0.0316,0.0,0.113,0.323,178.001,3,brazil,brazil brazil pogba - remix by major rd;bagua records;gooba
9356,3OIzbnBlkSnfCNb4Xh1k5k,Xamã;Bagua Records;Neo Beats,Zodíaco,Virgem,47,173793,True,0.894,0.403,3,-7.567,1,0.0916,0.412,2.44e-06,0.111,0.609,100.051,4,brazil,brazil brazil virgem by xamã;bagua records;neo beats
9357,5JF06Y4Ukc5HwRj33mWzQZ,UCLÃ;Sueth;Raffé,Faz Render,Faz Render,46,168620,True,0.506,0.478,6,-7.251,0,0.306,0.123,0.0,0.0978,0.265,173.427,3,brazil,brazil brazil faz render by uclã;sueth;raffé
9358,5LSyKM2bsIpSHhPgAjatKW,Xamã;Bagua Records;Gustah;Irineu Barsé,Acústico Cancún,Avareza (Santa Maria) - Acústico,47,195428,False,0.58,0.496,6,-7.995,0,0.362,0.646,0.0,0.109,0.61,139.953,4,brazil,brazil brazil avareza (santa maria) - acústico by xamã;bagua records;gustah;irineu barsé
9361,0DHpr7eLBrRZvlXa4sNwhd,Diante do Trono;Ana Paula Valadão,Aleluia - Diante do Trono 13 (Ao Vivo),Canção do Apocalipse - Ao Vivo,46,437386,False,0.352,0.478,7,-6.8,1,0.033,0.5,0.0,0.12,0.0761,123.219,4,brazil,brazil brazil canção do apocalipse - ao vivo by diante do trono;ana paula valadão
9362,7F6f0GrWlOG0kVtdiCXCaU,Natiruts;Jacob Hemphill,Exército da Paz (Peace Army),Exército da Paz (Peace Army),45,259413,False,0.553,0.768,2,-6.376,0,0.0413,0.179,0.0,0.0784,0.926,178.075,4,brazil,brazil brazil exército da paz (peace army) by natiruts;jacob hemphill
9363,30ildQSiiB2W4CeiZ23oul,Elaine Martins,Santificação,Santificação,46,273438,False,0.496,0.867,7,-2.852,0,0.0408,0.41,0.0,0.111,0.45,150.064,4,brazil,brazil brazil santificação by elaine martins
